job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.ziprecruiter.com/k/l/AAJk4klSACNSfAJlocA_KQsxkyTmQd2phI0K2j8KbW4FuCwEgG3LwUqB7eh3a-xCvNYvurM1bOK3baZxoBBC-RZcyfJZFWS4oyI2RhK5GraEiUl4s9GoXA9V7tTQGM2p6qyvLPxX30a6g-6IOwQguw9_h9woCK7qPItjAxlinnj-PYakIs56NR4mCbYnfLm638mqqY0kDopPCZpGWSxOkaw,zip_recruiter,Senior UX Designer,ApTask,,"New York, NY, USA",,2023-11-11,hourly,90,100,USD,,0,,businessexcellence@aptask.com,"About Client:Client is a global financial services firm that provides a wide range of investment banking, securities, wealth management, and investment management services. It is a prominent global financial services firm with a rich history and a strong presence in the financial industry.The Client is committed to corporate responsibility and sustainability. It aims to make a positive impact on society through various initiatives, such as promoting environmental sustainability, supporting diversity and inclusion, and engaging in philanthropic activities.Rate Range: $90-$100.19/Hr.Overview:The *** Wealth Management UX team builds digital experiences that help our clients manage their finances and monitor their investments easily. We design for two key user bases: our clients, and *** Financial Advisors, whose job it is to guide clients through financial milestones big and small. Our growing team of designers and researchers bring an entrepreneurial spirit to a leading global financial firm.We employ design thinking methods and a user-centered approach to solve real business problems.If you can bring clarity to complexity, design holistically in an immense product ecosystem, and have gone the extra mile to create delight, we want you!Job Description:Roles and Responsibilities:Under the guidance of the Lead UX Designer, strategize and execute the product vision by being heavily involved in the end-to-end product design processSurface the underlying needs and motivation of our users to ensure we achieve business goals and provide valueDesign an intuitive and elegant experience that empowers our clients to make confident financial decisionsWork closely with our research team to synthesize qualitative and quantitative data and make value-driven design decisions which then translate into clear, simple UIsCreate and present a variety of design deliverables (sketches, wireframes, user flows and prototypes) in a way that engenders confidence in you and your solutions within the team and the greater organizationDesign holistic solutions that integrate seamlessly into our Wealth Management product ecosystemDesign and deliver responsive/adaptive solutions that are optimized for web and mobile interfaces and partner with engineers to translate designs into successful productsRelevant Experience and Mindset:An outstanding portfolio that demonstrates how you have created experiences that solved business and user needs5-7 years of experience as a UX designer as a key contributor to the success of products that have launchedBachelor's degree in design or related field; master’s degree is a plusFluency in Figma Sketch, Adobe CC and InVisionYou thrive in a collaborative, explorative environment and value being on a diverse team that you can bounce ideas off of, get critical feedback from, and unite to mature design thinking in a large organizationYou practice active listening and contribute to group situations (brainstorms, audits, critiques, whiteboard sessions, etc.)You have a high tolerance for complex projects with high levels of ambiguity and you are resilient in the face of obstaclesYou have a relentless desire to validate assumptions and uncover a problems’ root cause by testing, learning and iteratingYou constantly seek opportunities to evangelize and promote design thinking in a large organization.About ApTask:Join ApTask, a global leader in workforce solutions and talent acquisition services, as we shape the future of work. We offer a comprehensive suite of offerings, including staffing and recruitment services, managed services, IT consulting, and project management, providing unparalleled opportunities for professional growth and development. As a member of our dynamic team, you'll have the chance to connect businesses with top-tier professionals, optimize workforce performance, and drive success for our clients across diverse industries. If you are passionate about excellence, collaboration, and innovation, and aspire to make a meaningful impact in the world of work, come join us at ApTask and be a part of our mission to empower organizations to thrive.Applicants may be required to attend interviews in person or by video conference. In addition, candidates may be required to present their current state or government issued ID during each interview.Candidate Data Collection Disclaimer:At ApTask, we prioritize safeguarding your privacy. As part of our recruitment process, certain Personally Identifiable Information (PII) may be requested by our clients for verification and application purposes. Rest assured, we strictly adhere to confidentiality standards and comply with all relevant data protection laws. Please note that we only collect the necessary information as specified by each client and do not request sensitive details during the initial stages of recruitment.If you have any concerns or queries about your personal information, please feel free to contact our recruitment team at businessexcellence@aptask.com."
https://www.ziprecruiter.com/k/l/AAJicpiusQBfQWyrAgsT91YCg1wV6k2XsINawx1CIGvLc-KEbsBNHCe57a05-LdzG_0emdyUr4ob4ma46Vr-pFYj97ImuiixMi4Nqmmj9frAi0xKvyi-8P8cIfz2_POOBJszGylLI_ZzR-OvdzkJ93cpL9PJTeyNWIPsr-F42mp8-Hv8uY4jjYjSlwUX-wiAAMkG9dT8A0okLuqAl0_vlqA,zip_recruiter,UI-UX Designer,Barrow Wise Consulting,,"New York, NY, USA",,2023-11-11,yearly,70000,80000,USD,,0,,,"Enjoy problem-solving, need a venue to display your creativity, and emerging technologies pique your interest; if so, Barrow Wise Consulting, LLC is for you. As a multi-disciplined leader, you understand the gifts that set you apart from everyone else. Demonstrate innovative solutions to our clients. Join Barrow Wise Consulting, LLC today.Responsibilities: The UI-UX Designer will support Barrow Wise's NYC Department of Social Services project and perform the following duties:Ensure that web and mobile applications are developed and maintained in compliance with the style guide to standardize the design, display, and functionality of their products and features and enable a consistent, intuitive, and user-friendly experienceWork with the project team and business stakeholders to gather and understand the business requirements and turn them into groomed user stories for development, including the creation of mockups and wireframesPerform an analysis of the web and mob applications to develop user acceptance test (UAT) scenarios to confirm and/or improve application performance based on the UAT outcomesConduct Sprint Planning according to Agile Methodology Work with teams of designers and interdisciplinary groups to address questions on and identify solutions for the implementation of application designs and featuresConduct demonstrations of new features and functionalities to ensure project team and end-user proficiency with new and existing systems, programs, and applications across departmentsDevelop written formal and informal documentation, such as presentations, functional design documents, and non-functional requirement documents that illustrate specific system features for a variety of ITS and non-ITS audiences. Coordinate, track, and report on progress being made on project tasks across any of the systems to management, stakeholders, and relevant teams.Work on multiple projects in a fast-paced work environment and ensure that project deadlines are met.Work on-site in NYCAn ideal candidate has the following: U.S. CitizenshipBachelor's degree in Graphic Design, Interaction Design, User Experience Design, or a related field4 Years of experience with creating and modifying interaction and interface designs, prototype designs, wireframe tools, workflow diagrams, and mockups4 Years of experience working with Adobe Creative Suite, Angular, Angular JS, Axure, Bootstrap, CSS3, HTML, HTML5, Illustrator, JavaScript across browser platforms, MVC, .Net, Photoshop, Sketch, and Visio4 Years of experience in Mobile and Web design and development4 Years of experience creating style guides6 Years of experience gathering and translating business requirements into functional tasks for implementation2 Years of knowledge and experience with JIRA and WordPress a plusJoin the team at Barrow Wise Consulting, LLC, for a fulfilling and engaging experience! Our team is dedicated to providing innovative solutions to our clients in an ethical and diverse work environment. We offer competitive compensation packages, excellent benefits, and opportunities for growth and advancement. Barrow Wise is an equal opportunity, drug-free employer committed to diversity in the workplace. Minority/Female/Disabled/Protected Veteran/LBGT are welcome to apply.Our employees stand behind Barrow Wise's core values of integrity, quality, innovation, and diversity. We are confident that Barrow Wise's core values, business model, and team focus create positive career paths for our employees. Barrow Wise will continue to lead the industry in delivering new solutions to clients and persevere until the client is overjoyed.Job Posted by ApplicantPro"
https://www.ziprecruiter.com/k/l/AALFjqK3iIH7peZrXwoyckYEYBP0aLTdS53vOdKyFtv63u3uvlOTAG8SxuML_4uxgC7xo55H8E9Qxh4ZFx5XssLNSXLJekm5V3Fj7z4MCfrFLYHcTjiipajiDkPjIKt6zVBsEHCW5ZGSs2YHi0t6oNb9gNdDsopO5XjnMUJTh4pnRWp1U1kIPy6AianbNGuzL2vVx8xBJmYLTcfzB6eEEsYZPBzAWqCCtNZXHK4,zip_recruiter,Head of Mobile Engineering,Selby Jennings,,"New York, NY, USA",,2023-11-11,yearly,250000,300000,USD,,0,,,"Head of MobileWe are looking for a Head of Mobile to join our global fintech firm in New York. The successful candidate will be a thought leader who will revamp our basic mobile architecture set up in React Native by front end engineers in the firm. This mobile application is used by 500+ investment professionals to view their portfolio. The ideal candidate will have the ability to make the application more robust for these investment professionals to view risk on their portfolio and execute the trades on the fly as it synchronizes with the web. You will be supported by a team of UX designers, Product Managers and Front End engineers and will have the ability to hire mobile engineers.Responsibilities* Revamp our basic mobile architecture set up in React Native by front end engineers in the firm* Make the application more robust for investment professionals to view risk on their portfolio and execute the trades on the fly as it synchronizes with the web* Ability to hire mobile engineersSkills* 8+ years experience in mobile development - React Native, iOS/Swift UI, Android/Kotlin* 2+ years experience in financial services building out portfolio products on mobile."
https://www.ziprecruiter.com/k/l/AAJlZNk-vErl3CApPwfDVAgX2hyC4vj7tF4wMYLrdW1B89IgR3PeL3EdO3ri3BH38nEAHRNfQxzK-IM1cZNBIpufqqPgOsEdqR1gDqz3Li8bv6lOOi_voDKzgvDoTMtUglZZTgSXldIPoLicnz4bOlQU13F2ip3hflhoTpHKqIzGvFVyEJOyAo7TKQvXbLaqo2VzRwNTG8jSAlokVvdSYtU,zip_recruiter,UX Designer/Visual Designer III,"ICONMA, LLC",,"New York, NY, USA",,2023-11-11,hourly,69,87,USD,,0,,,Work with UX to refine with a goal towards shipping and collaborate with Eng for technical requirements and porting. * Work with our creative effect authoring tool to provide feedback on what is / is ...
https://www.ziprecruiter.com/ek/l/AAKxrr4PhWHBkdHXmdP86I52dhOMY4KKTCDT5Iyizz-MGmP7Zu8oHOqETRow4rVPhyCRxlMkeIidWzb41uEUQxvgUGVw1VSGYK3lB53USHzO5HP3Lk_OU2GpjVyKto2qL1Y9NkK8yku1mYv8f5DafIVWRFGQV92m1VhOmxPsyC_45GndvQo39VsilVEuknbPnWoBR6RSyVxgfoOA47P9KeG_yzOhO2TMYhTH,zip_recruiter,Senior UX Designer,PubMatic,,"New York, NY, USA",,2023-11-11,yearly,140000,165000,USD,,0,,,"As a Senior User Experience (UX/UI) Designer, you help define and drive the future of PubMatic design. You will work with product managers and other stakeholders to identify and set product strategy ..."
https://www.ziprecruiter.com/ek/l/AAKaRlP1TgyVuNyIiAPiJk_aTXVvd3KNlOWPhR4260IJAQKagWvdqv70jZw0P1ayvKo8xRo7qGYJ7SS1dkPrP-OESJtbUifOtc75DpeybisPdgcpFXkDcsBIdfGk4MvzFSYOdV_-DF3o1jToW9MGUyN1Z1bWfJi0qBnwNGIsN2sHLdZqPF_fj9bV61TCTb4kY6gPHjUMelS4HY8mv1JntBpsVb4guZuvkjg,zip_recruiter,Sr. UX Designer- internal applications,Synergy Interactive,,"New York, NY, USA",,2023-11-11,,,,,,0,,,"MUST BE LOCAL TO NYC Senior UX Designer - Transforming Financial Experiences Our client is at the forefront of digital innovation, committed to enhancing the financial experiences of clients and ..."
https://www.ziprecruiter.com/k/l/AALGkLKX8VUYWKYAkBHHme9IUis8htVQgTsYGRPV7O1Q8dsf3Ykq-RJGiJ5uCcCR5RgelOCIAdyShXDXx6KMik0uKgxm5C9PKmX0CkBwO2C47P2byXBZw4GXTl58FcFIbwIWkDRk0dZQsJ_wf_4ZRU4RjFaeq9MpnUzi-oAEju34O12oRuYdKM62BqlMf3xIeWPigK2xRidVQ4u3zph_Use2,zip_recruiter,Service Designer - New York City (Mostly Remote Plus Some Onsite),Artech LLC,,"New York, NY, USA",,2023-11-11,hourly,80,90,USD,,0,,,Service Designer Location: New York City (Mostly Remote Plus Some Onsite) Job Duration: 10 weeks ... Experience applying qualitative user research methods * Considered a collaborative team player
https://www.ziprecruiter.com/k/l/AALG56obKhQdcIbZ1NiRTBqIqh5H6uLl8YU3orw6I2nuiuiMzvAzn3EYiTxKSZr1ra7GhYYtDLwRsbC67w8z2yctSnRumz9xdrCzCaSobf2ntAxq4aP-M5Zrj1yAoH0XvZg8tKnZ2z3P-Rmy0UeXJqIpWS0123Q5cITdKuvSpnCSASFz1RwnJJORcKyK-BGCNR_ZqMtttoaMMaVUm6XCKVo,zip_recruiter,UX/UI Designer,SGA Inc.,,"New York, NY, USA",,2023-11-11,hourly,60,73,USD,,0,,," Software Guidance & Assistance, Inc., (SGA), is searching for a  UX/UI Designer - Remote  for a  contract assignment with one of our premier Management Consulting clients in New York, NY . This role will be remote - EST or CST time zones highly preferred.  Responsibilities  :  Collaborate in cross-disciplinary teams (design, product management, engineering, and data analysts) to conceive and produce new experiences, products and services.  Will advise the team on what will create a highly engaging and intuitive user experience and be the voice for how design decisions will impact realization of product vision.  Design and deliver best practice user research, including helping Product Owner frame key questions, create research plans to address those, conduct activities, and synthesize the findings into meaningful, actionable insights.  Lead and inspire by making.  Provide hands-on craftsmanship of UI with the ability to be self- directed and proactive, push the boundaries with what's possible in partnership with technologists and product stakeholders.  Lead creation of prototypes that help communicate and validate the optimal user flow, interaction model, and screen designs, as well as lead creation of wireframes and mockups for UI (web and mobile) that the team can use to create stories and developers can translate into code.  Collaborate with software developers and architects to review, iterate and refine product design during development cycles.  Apply your expertise and knowledge to coach and mentor others.  Leverages an iterative, user-centered approach and solid UI design skills to conceive and deliver valuable new experiences for our clients and colleagues across mobile and web platforms.   Required   Skills:  Bachelor's degree/Master's Degree/Diploma in IT, Computer Science, Information Systems, Math, Engineering or related discipline  Hands on experience developing digital products across different mediums like web and mobile (familiarity with an Enterprise setting is a plus).  Passionate about creating value through great design and user experience.  Experience planning and conducting both quantitative and qualitative user research at all stages of product development.  Ability to generate clear, creative design concepts to guide team Interaction and Visual design skills, including use of a diverse set of tools, e.g. Invision, Adobe suite, OmniGraffle, Sketch, etc.  Solid knowledge of and experience with Agile software development.  Strong communication skills with ability to articulate and optimize design based on the value to the user and the business.  Strong collaboration you partner well with others to solve problems and actively incorporate input from various sources; experience working with others on a global basis.  SGA is a technology and resource solutions provider driven to stand out. We are a women-owned business. Our mission: to solve big IT problems with a more personal, boutique approach. Each year, we match consultants like you to more than 1,000 engagements. When we say let's work better together, we mean it. You'll join a diverse team built on these core values: customer service, employee development, and quality and integrity in everything we do. Be yourself, love what you do and find your passion at work. Please find us at https://sgainc.com/ . SGA is an Equal Opportunity Employer and does not discriminate on the basis of Race, Color, Sex, Sexual Orientation, Gender Identity, Religion, National Origin, Disability, Veteran Status, Age, Marital Status, Pregnancy, Genetic Information, or Other Legally Protected Status. We are committed to providing access, equal opportunity, and reasonable accommodation for individuals with disabilities in employment, and our services, programs, and activities. Please visit our company EEO page to request an accommodation or assistance regarding our policy."
https://www.indeed.com/viewjob?jk=7318a218a0c775b8,indeed,Junior Graphic Designer,UBS,,"New York, NY, USA",fulltime,2023-10-19,yearly,61000,74000,USD,False,,,,
https://www.indeed.com/viewjob?jk=1cc8aec227a7f15c,indeed,User Experience Manager,JPMorgan Chase & Co,,"New York, NY, USA",fulltime,2023-11-06,yearly,133000,205000,USD,False,,,,
https://www.indeed.com/viewjob?jk=75697154d6ff4a4e,indeed,Designer,Craft,,"New York, NY, USA",fulltime,2023-11-08,yearly,45000,160000,USD,False,,,,
https://www.indeed.com/viewjob?jk=3c826f4231a2382d,indeed,Product Designer,Order,,"New York, NY, USA",fulltime,2023-10-30,yearly,90000,110000,USD,True,,,,
https://www.indeed.com/viewjob?jk=8d59cfea70cb824c,indeed,Lead Designer,Verizon,,"New York, NY, USA",fulltime,2023-10-25,yearly,123000,229000,USD,True,,,,
https://www.indeed.com/viewjob?jk=8d1858f59bebe866,indeed,Senior Designer,JPMorgan Chase & Co,,"Manhattan, NY, USA",fulltime,2023-11-09,yearly,90250,145000,USD,False,,,,
https://www.indeed.com/viewjob?jk=ea20ffbd12a5480c,indeed,Senior Product Designer,"Fiserv, Inc.",,"New York, NY, USA",fulltime,2023-11-07,yearly,114700,195000,USD,False,,,,
https://www.indeed.com/viewjob?jk=782b6a723b23e300,indeed,User Experience Designer,Blue State,,"New York, NY, USA",contract,2023-10-31,hourly,85,110,USD,False,,,,
https://www.indeed.com/viewjob?jk=e82055252b91858e,indeed,Senior Designer,Dow Jones,,"New York, NY, USA",,2023-10-24,yearly,40000,160000,USD,False,,,,
https://www.indeed.com/viewjob?jk=98bf5b5b7df10f2a,indeed,User Interface Designer,Codecademy,,"New York, NY, USA",parttime,2023-11-07,hourly,50,50,USD,False,,,,
https://www.linkedin.com/jobs/view/3667162946,linkedin,UI/UX Designer,PathSpot,https://www.linkedin.com/company/pathspot,"New York, NY",fulltime,2023-06-22,,,,,,0,,,"Who We Are:Handwashing is the easiest, least expensive, and most impactful solution to protect against the transmission of illnesses that can lead to widespread outbreaks. That’s why we built the only hygiene management system designed to protect businesses and their customers from the unintentional transfer of contaminants by ensuring effective and frequent handwashing. With offices in New York City and Dallas, PathSpot has raised +$10M in venture funding to date and is used daily in more than 40 states and provinces as part of the health & safety routines within industry-leading enterprise brands. PathSpot has been featured as one of TIME’s, a by Fast Company, and a in the industry to prevent the spread of COVID-19.Team Description:The product engineering team’s mission is to deliver revolutionary products that exceed our customer needs, paving the path for interconnected products that collect and analyze health & safety data to streamline the way industries operate and serve. As a team, we have a diverse set of skills and love to pick up new ones. Our goal is to ensure every team member has a chance to contribute and take part in any project they may have an interest in. You'll have an opportunity to be a design leader across our product suite: Mobile Application, Custom Hardware, Web Application and Software Platform.What you’ll do:You will be working closely with a small product and engineering team to design new product features and revamp the design of an existing product team. You will:Work with the Product Lead to design a brand standard documentDevelop design documentsDevelop effective and creative solutions to multiple user experience problems.Meet with internal stakeholders to get feedback on product designExecute in both short and long-term timelinesLead product design review with product managers, software/hardware engineers, and other stakeholders to confirm product design, testability, and implementationWho you are:3+ years of experience in User Experience DesignExperience creating personas and journey mapsExperience working with both business and technical team membersExcellent written and communication skillsAbility to adapt to changing needs of an early-stage startup Strong sense of ownership demonstrated through previous experience and/or personal projectsWhat we offer:A competitive salary, commensurate with experienceBonus and compensation expansion opportunities through cash and stock optionsMedical, dental, and vision insurance401KGenerous PTO and sick leaveAn opportunity to rapidly excel your career alongside a high potential company and motivated teamCompensation Package: $60,000 - $100,000Successful applicants for this position must be fully vaccinated against COVID-19 as a condition of employment. Vaccine verification will be required by your start date.Powered by JazzHR0juHQb69vN"
https://www.linkedin.com/jobs/view/3762342613,linkedin,UX Designer,Caden,https://www.linkedin.com/company/cadeninc,"New York, NY",fulltime,2023-11-09,,,,,,0,,,"Are you an experienced designer with a strategic mind who is interested in making data-driven decisions to build complex ecosystems? We are seeking a UX designer with a strong background in human centered design and user research to join our team. In this role you will be tasked with thinking through end-to-end experiences for a two sided marketplace, plan, facilitate, and synthesize user research and stakeholder co-design workshops, and build design deliverables such as journey maps, user flows, wireframes and more. This position will report to the Director of Design, and be an integral part of the design team.Caden’s mission is to create an equitable and fair data economy online by giving users ownership of their personal data, the ability to securely control it, and various ways to put it to work to create value with brands they trust, while always preserving their privacy. We’re a real web3 company, focused on semantics, ownership, control, and user reward, leveraging the blockchain in useful ways.We’re led by industry veterans, backed by powerhouse investors, and crewed by the brightest minds in the game. We exist to make the internet a better place for all.What You'll DoAct as a primary contributor across the entire design process of our digital products & services from discovery through ideation, conceptualization and design, to testing and validation, in both a B2C and B2B context.Create elegant and intuitive user experiences by incorporating user insights, business requirements and technical constraints.Help plan and conduct Primary and Secondary Research. Synthesize research and build insights, reframe problems, and provide recommendations that enable our teams to generate and iterate on new solutions.Be an advocate for users and customers throughout the design and development of products.Proactively pitch new ideas, backed by a strong, well-articulated rationaleCreate design deliverables such as low and hi fidelity wireframes and prototypes alongside UI team.Plan and co-facilitate workshops internally and externally. Manage approaches that identify and solve complex problemsCollaborate and communicate effectively within cross-functional teams that span design, product, engineering, and leadership with sketches, mood boards, competitive analysis, storytelling, research findings, and more.Influence product teams through data-based recommendations.What You’ve Done3-5 years of experience designing digital products & services as part of a multidisciplinary team, with at least 3 years of experience primarily focussed on User Experience and/or User Research.Experience designing both B2C (mobile app) experiences as well as B2B (SaaS)Deep understanding of the UX Design discipline. Proven experience and knowledge on implementation and facilitation of the overall design process, using a variety of methodologies like: Process Mapping, User Journey Mapping, User Story Mapping, Wireframing, UI prototyping, User Testing, etc.Experience planning and conducting user research and user testing sessions including moderator guides to generate artifacts from synthesisExperience advocating a User Centric Design approach to help in understanding the needs, pain points and desires of our usersExperience with industry standard design and research tools (Figma, Zeplin, User testing etc…)Strong communication and organizational skills with the ability to deal with ambiguity while juggling multiple prioritiesExperience with Agile methodology for teamwork and analytics product creationExperience creating a project vision, execution, and overall qualityExperience in designing responsive hybrid/native digital products for both mobile and desktop solutionsExperience in designing, building and managing a Design System across our ecosystem of products and services is a plus.This role will work (Hybrid, 3 days a week) out of our downtown Manhattan office.Salary Range: $110,000 - $140,000Powered by JazzHRqkDq7lKIVS"
