job_url_hyper,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
"<a href=""https://www.ziprecruiter.com/k/l/AALdT0ezRM9xmhOyzke0ShrDuQbqYyNiYSarzSGfjBLEj-pcMB0sK9bH99LuLal-EuFiVl98-hP7RmvaOcE59H1cZJPEUbwPe6Vd2scMJMCWKaQ82LwZ06S_DT-fC21pLfUWIPCdbPHnSc_yO6nNFLaKf7Znzxt2IMcV1EgFttzRuMoGRX1DMvah5rq9KYuhI3HHzHZdGY_rYOv2s09jqlHWOX7TI4EPybBZXw"">https://www.ziprecruiter.com/k/l/AALdT0ezRM9xmhOyzke0ShrDuQbqYyNiYSarzSGfjBLEj-pcMB0sK9bH99LuLal-EuFiVl98-hP7RmvaOcE59H1cZJPEUbwPe6Vd2scMJMCWKaQ82LwZ06S_DT-fC21pLfUWIPCdbPHnSc_yO6nNFLaKf7Znzxt2IMcV1EgFttzRuMoGRX1DMvah5rq9KYuhI3HHzHZdGY_rYOv2s09jqlHWOX7TI4EPybBZXw</a>",zip_recruiter,Data Entry Clerk,America Works Network of Companies,,"Manhattan, NY, USA",fulltime,2023-11-17,yearly,40000,40000,USD,,0,,,"Job Title: Data Entry ClerkCompensation: $40,000 annual salary, with benefitsLocation: Manhattan, NYPurpose: America Works of New York, Inc., a socially conscious company, is seeking a self-motivated Retention Specialist to support finance and billing functions on a small corporate finance team. The ideal candidate is a quick learner, independent worker, and skilled in computers, Microsoft Excel, and Salesforce.Duties and Responsibilities Assist Billing Coordinator with data entry for various finance functions such as billing and employment verificationsUtilize Microsoft Excel and Salesforce on a regular basis for data entryEnter high volumes of data into computer files, spreadsheets, and/or database systemsUpdate, verify, and retrieve existing dataAssist with maintaining and organizing confidential participant filesAssist with special projects as neededDesired Qualifications Candidate should be available to work Monday to Friday, 9-5pm (35 hours with unpaid lunch break)Minimum of Associate’s Degree requiredProficiency in Microsoft ExcelFamiliarity with Salesforce and Microsoft Teams a definite plusEffective communication skills, both verbal and writtenAbility to multi-task and adapt to changing prioritiesExcellent time management, organizational skills and high attention to detailA motivated, dynamic, and self-driven individual who is confident and professional in approach with a positive ‘can-do’ attitudeBenefits Comprehensive Medical, Dental, and Vision InsuranceGenerous Paid Time Off PackagePre-Tax Commuter Benefits401K with Employer Matching after 1 yearFree Gym Membership with New York Sports Club after 1 yearWonderful team, great work-life balance, and important mission"
"<a href=""https://www.ziprecruiter.com/k/l/AAI3STGRcGCeMQVDB8XkGI2nQ-rQjRGXidcPQ1n9-M70VICGg2aJn0MnnNyzSBGcdPqDW48SnhRFwVcPpmUfj8f5Gz73TDrz2-rm7UInQkNXxaVcifX8-elEc9SdZrGeJVkjIDAJ5wrGBwBLSd1p5jHYEXdAunxwep2A7uZTQJRBuyKBPA4BTgWSH6JZYVNGfF4zHf2ImmA0mT6aKcson3N3lt0vdRG-nzrqONo"">https://www.ziprecruiter.com/k/l/AAI3STGRcGCeMQVDB8XkGI2nQ-rQjRGXidcPQ1n9-M70VICGg2aJn0MnnNyzSBGcdPqDW48SnhRFwVcPpmUfj8f5Gz73TDrz2-rm7UInQkNXxaVcifX8-elEc9SdZrGeJVkjIDAJ5wrGBwBLSd1p5jHYEXdAunxwep2A7uZTQJRBuyKBPA4BTgWSH6JZYVNGfF4zHf2ImmA0mT6aKcson3N3lt0vdRG-nzrqONo</a>",zip_recruiter,Outside Sales Associate,The Chefs' Warehouse,,"New York, NY, USA",,2023-11-17,yearly,60000,80000,USD,,0,,,"About The Chefs' WarehouseThe Chefs' Warehouse, Inc. (http://www.chefswarehouse.com) combines exceptional quality and brand building with broadline food service distribution for more than 35 years. With Protein, Specialty, Produce, and Broadline offerings, we service the most discerning chefs in a hybrid approach of convenience and superior quality. We introduce more than 2,000 artisan producers of the world’s finest ingredients from over 40 countries to the finest chefs in the world. We passionately consult, sell, and build relationships with more than 35,000 customers through the most experienced network of over 600 consultive sales associates, best-in-breed technology, rapid service, and support levels that solidify our long-standing ties to both established and up-and-coming premium restaurants.  Mission: The mission of The Chefs’ Warehouse is to provide the world’s greatest ingredients to the world’s best chefs.  Our C.H.E.F.S. Values:  Curious & Creative Hungry For Food & Results Entrepreneurial Forward Thinking & Flexible Supportive (Of Peers & Chefs)Salary Range: $60,000-$80,000Job Description:As a key member of our rapidly growing organization, The Gourmet Food Sales Associate ultimately acts as the face of our company by delivering outstanding customer service and building strong relationships. They will be responsible for selling products for distributor to restaurants and caterers, hotels and retail, establishments or individuals at place of business by performing the following duties. Job Responsibilities Sales Associates will adapt the process of cultivating and producing sales revenue through the development and growth of new sales and by increasing sales with existing accounts. Compiles lists of prospective customers for use as sales leads, based on information from newspapers, business directories, industry ads, trade shows, Internet Web sites, and other sources. Travels throughout assigned territory to call on regular and prospective customers to solicit orders, or talks with customers or by phone. Displays or demonstrates product, using samples or catalog, and emphasizes salable features. Quotes prices and credit terms and prepares sales contracts for orders obtained. Estimates date of delivery to customer, based on knowledge of own firm's production and delivery schedules. Prepares reports of business transactions and keeps expense accounts. Works with inside sales representatives to keep account activities and literature up to date. Tracks stock levels. Enters new customer data and other sales data for current customers into computer database. Develops and maintains relationships with purchasing contacts. Investigates and resolves customer problems with deliveries. Mentors with Senior to obtain institutional knowledge concerning products, processes and systems. Closes sales by building rapport with potential account; explaining product and service capabilities; overcoming objections; preparing contracts. Expands sales in existing accounts by introducing new products and services Qualified applicants should possess: One to two years of related experience in restaurant, food sales, or professional catering High energy and enthusiastic Candidates must live in the assigned geographic sales area Ability to manage multiple, concurrent projects and initiatives Outstanding verbal and written communication skills Excellent organizational skills with the ability to handle and prioritize multiple projects Self-starter. Must ask questions and learn new skills quickly on the job Driven, team player that is motivated to take responsibility and ensure successful outcomes across activates Ability to work under tight deadlines with short turnarounds in a fast-paced working environment College Degree desired but not required Past experience working as a Chef highly desired High Energy and enthusiastic Education/Experience: Degree in Culinary Arts or related field. A minimum of 2 years of experience in sales function. A minimum of 2 years of experience in food distribution. Experience working in a fast-paced environment.   Language Ability: Bilingual in English/Spanish a +. Ability to read, analyze, and interpret sales data and trends. Ability to respond to common inquiries or complaints from customers or members of the business community. Math Ability: Basic math skills with addition, subtraction and multiplication. Ability to apply concepts such as fractions, percentages, ratios, and proportions to practical situations.   Reasoning Ability:  Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.   Computer Skills:  To perform this job successfully, an individual should have advance level of expertise with Microsoft Word and Excel. Knowledge of, JDE, & other sales programs. Must be able to operate common office machines.   Work Environment: The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The noise level in the work environment is usually moderate. #LI-BD1The above job description is not an all-inclusive list of duties and standards of the position. Incumbents will follow any other instructions, and perform any other related duties as assigned by their supervisor. Perks & Benefits:Paid Vacations, Paid HolidaysHealth, Dental and Medical BenefitsWeekly payLife Insurance5% above cost for our high-quality food productsEmployee discounts for travel and events401k The Chefs' Warehouse is an Equal Opportunity Employer that does not discriminate based on actual or perceived race, creed, color, religion, alienage or national origin, ancestry, citizenship status, age, disability or handicap, sex, marital status, veteran status, sexual orientation, pregnancy, gender identity or any other characteristic protected by applicable federal, state, or local laws. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Our management team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, employee activities and general treatment during employment. We are dedicated to building an inclusive and diverse workforce."
"<a href=""https://www.ziprecruiter.com/k/l/AALw9Ipjd7JW0ip3eOjpnvrGY5eiLVlmWagnNqrR0K5lMessaVgS3i-fDFA585y8Q8f1l1Z7m-TGHupsfrNmXj_RoMTYwmz_pmJ_-k_wiCqeMSw9rrF9PVySZRy1v8fwscKpexujf_O7lYoOSZK2TQRTJ1NHBgIvNly-lfLNyKJRyjn4MYU3TsOdj3TG1nLgkII4bxCKwUxkvoTBT1uzIT3bhUyB8eK8tYYDWA"">https://www.ziprecruiter.com/k/l/AALw9Ipjd7JW0ip3eOjpnvrGY5eiLVlmWagnNqrR0K5lMessaVgS3i-fDFA585y8Q8f1l1Z7m-TGHupsfrNmXj_RoMTYwmz_pmJ_-k_wiCqeMSw9rrF9PVySZRy1v8fwscKpexujf_O7lYoOSZK2TQRTJ1NHBgIvNly-lfLNyKJRyjn4MYU3TsOdj3TG1nLgkII4bxCKwUxkvoTBT1uzIT3bhUyB8eK8tYYDWA</a>",zip_recruiter,Data Analytics Consultative Sales,"Bardess Group, Ltd.",,"New York, NY, USA",fulltime,2023-11-17,yearly,150000,400000,USD,,0,,,"We are looking for a savvy Sales Executive with experience in selling Data Engineering and Data Analytics consulting services. The hire will be responsible for expanding sales of our current data pipeline and architecture offerings. The ideal candidate will have experience expanding sales in existing Fortune 500 customers as well as bringing in new services opportunities. Responsibilities for Data EngineerCreate and maintain optimal data pipeline architecture,Assemble large, complex data sets that meet functional / non-functional business requirements.Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.Work with data and analytics experts to strive for greater functionality in our data systems.Qualifications for Data EngineerAdvanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.Strong analytic skills related to working with unstructured datasets.Build processes supporting data transformation, data structures, metadata, dependency and workload management.A successful history of manipulating, processing and extracting value from large disconnected datasets.Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.Strong project management and organizational skills.Experience supporting and working with cross-functional teams in a dynamic environment.We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools:Experience with big data tools: Hadoop, Spark, Kafka, etc.Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.Experience with AWS cloud services: EC2, EMR, RDS, RedshiftExperience with stream-processing systems: Storm, Spark-Streaming, etc.Experience with object-oriented/object function scripting languages: Python, Java, C"
"<a href=""https://www.ziprecruiter.com/k/l/AALHtR7pRN8d_UmrgmYHBsK8olOr4HrtaNHuY7HJDbapluL0Y1gl3lPuv5HDTlyC3wCRjYV55LixNi23eAhVy614f_rxU-forD0eejbTPE3mtdzHrFpwKVqZTYpQbytvDOsr_YiTUNLko1i7Jn-QkAzmYsP8yJ05qVBfliKWAoJbO7h8Pmz98TUOH-gJdoqHnj4hPv7ZKY1cAcbRNsJ1GKGN8LoyY7FuhMN2Gdg"">https://www.ziprecruiter.com/k/l/AALHtR7pRN8d_UmrgmYHBsK8olOr4HrtaNHuY7HJDbapluL0Y1gl3lPuv5HDTlyC3wCRjYV55LixNi23eAhVy614f_rxU-forD0eejbTPE3mtdzHrFpwKVqZTYpQbytvDOsr_YiTUNLko1i7Jn-QkAzmYsP8yJ05qVBfliKWAoJbO7h8Pmz98TUOH-gJdoqHnj4hPv7ZKY1cAcbRNsJ1GKGN8LoyY7FuhMN2Gdg</a>",zip_recruiter,Ecom PPC/SEO/Data Analyst,Tzumi Electronics,,"Manhattan, NY, USA",fulltime,2023-11-17,yearly,45000,55000,USD,,0,,,"We are looking for a talented and experienced PPC/Data Analyst to join our growing e-commerce team. The ideal candidate will have a strong understanding of pay-per-click (PPC) advertising, as well as data analysis and reporting. You will be responsible for managing and optimizing our PPC campaigns, as well as generating reports and insights that help us improve our e-commerce business.ResponsibilitiesManage and optimize our PPC campaigns across all our ecommerce platformsAnalyze data from our PPC campaigns to identify trends and opportunities for improvement.Generate reports and insights that help us improve our e-commerce business.Collaborate with our marketing team to develop and execute e-commerce marketing strategies.Stay up-to-date on the latest PPC trends and best practices.Collect and analyze data from a variety of sources, including e-commerce platforms, marketing tools, and customer databases.Identify trends and patterns in sales data, and use this information to make recommendations for improvement.Develop and implement data-driven strategies to improve the e-commerce sales process.Work with other teams to ensure that the e-commerce sales process is efficient and effective.Develop and execute SEO strategies that align with our overall marketing goalsConduct keyword research and develop a list of target keywordsQualificationsStrong understanding of data analysis and reporting.Experience with e-commerce marketing is a plus.Proficiency in data analysis tools such as SQL, Tableau, and Excel.Ability to work independently and as part of a team.BenefitsCompetitive salary and benefits package.Opportunity to work with a talented team of e-commerce professionals.Make a real impact on the growth of our e-commerce business."
"<a href=""https://www.ziprecruiter.com/k/l/AAJdEihnYgHql55facpo-4j4mEtZVHBuFwNHp0hP-FURKP7MNLG9I8Q5jNjK9haEmaek7NmnhBd7LtzcbgwLXo1NVEtj8T_r5SupBXYCDoDf0Qok-3eSRd6QFZJD977GdS0YE_TRl6iHtpGtM-zHadDy1QxSHo9uLQUYSxip3_K3arM6Wip2DeO27YpWjLS_IszZJ4jzIbmuj-UTtCFk1mE72OGJZg07Zg56MDM"">https://www.ziprecruiter.com/k/l/AAJdEihnYgHql55facpo-4j4mEtZVHBuFwNHp0hP-FURKP7MNLG9I8Q5jNjK9haEmaek7NmnhBd7LtzcbgwLXo1NVEtj8T_r5SupBXYCDoDf0Qok-3eSRd6QFZJD977GdS0YE_TRl6iHtpGtM-zHadDy1QxSHo9uLQUYSxip3_K3arM6Wip2DeO27YpWjLS_IszZJ4jzIbmuj-UTtCFk1mE72OGJZg07Zg56MDM</a>",zip_recruiter,MRI Tech,MedPro Healthcare Staffing - Allied,,"Paramus, NJ, USA",temporary,2023-11-17,weekly,2600,2600,USD,,0,,,"MRI technologists utilize their knowledge of anatomy, physiology and the principles of MRI to safely and efficiently operate MRI scanners, assisting in the diagnosis of disease and injury.Ensure the safety of patients, staff and visitors who come in contact with the powerful magnetic field of a MRI scanner.Position patients and coils on a table that slides inside the MRI scanner.Inject contrast media as required.Set appropriate technical parameters, operate MRI scanners and related equipment, and observe image data on computer monitors during scans.Be familiar with the differences from a normal image and an abnormal image.Recognize and respond to life threatening situations.Assure compliance with federal, state, and local technical and professional regulations and accepted practiced guidelines.Delivers quality, cost effective patient care in a professional manner.Works effectively to maintain an environment of excellence, which is patient focused, providing timely, compassionate, quality patient care.Promotes and maintains a safe work environment for both staff and customers, incorporating national patient safety initiatives."
"<a href=""https://www.ziprecruiter.com/ek/l/AAJZTpu8LV0GbETqrTRLH3IIfePYPTGAvXpPNzHG6D76hhEMf0t55uDYxpQUlyoXattwwFtXgi6s10ZckirVY-Hi9cXa7OdIQuYYffQoVf6Wc_mrk2jEu6K91BG2j8JojK7xZQzWG0-UpOXeE4Uqfhet8v6vOp-k5Pw8LtmassTmNV4M4270GhZ_WXPwQfX7YNyUcTpIZJJvjWcsyMR-2MF6GnBGo7MuDFBq"">https://www.ziprecruiter.com/ek/l/AAJZTpu8LV0GbETqrTRLH3IIfePYPTGAvXpPNzHG6D76hhEMf0t55uDYxpQUlyoXattwwFtXgi6s10ZckirVY-Hi9cXa7OdIQuYYffQoVf6Wc_mrk2jEu6K91BG2j8JojK7xZQzWG0-UpOXeE4Uqfhet8v6vOp-k5Pw8LtmassTmNV4M4270GhZ_WXPwQfX7YNyUcTpIZJJvjWcsyMR-2MF6GnBGo7MuDFBq</a>",zip_recruiter,Data Engineer - HSS Orthopedic Data Innovation Lab,Hospital for Special Surgery,,"New York, NY, USA",,2023-11-17,yearly,126100,151400,USD,,0,,,"S News & World Report, is seeking a Data Engineer to join the Center for Analytics, Modeling, & Performance (CAMP). CAMP's core team aligns experts in medicine, engineering, data science, analytics ..."
"<a href=""https://www.ziprecruiter.com/k/l/AAJaVS6oJdbEMsFg74Z1S1tHpBsHMlM1BNSLwQoa3r3ZGUd-sXnS2iOEsAsaqEpPsr1fCy-Ci6Y6pw37wo3H8KQYFAvm3krcXXZ0d7BF5LxUTdr92nRjl_I05ejT74TXHSy8iDPTC_74patTxqbDjFyYaE5SKAnDiF1Q4bllcHdzOydYHdi1Tv17PZehBVw3j8UtQFUoDnIsRejTt4_NOkaVdJ0y0PoojyQE"">https://www.ziprecruiter.com/k/l/AAJaVS6oJdbEMsFg74Z1S1tHpBsHMlM1BNSLwQoa3r3ZGUd-sXnS2iOEsAsaqEpPsr1fCy-Ci6Y6pw37wo3H8KQYFAvm3krcXXZ0d7BF5LxUTdr92nRjl_I05ejT74TXHSy8iDPTC_74patTxqbDjFyYaE5SKAnDiF1Q4bllcHdzOydYHdi1Tv17PZehBVw3j8UtQFUoDnIsRejTt4_NOkaVdJ0y0PoojyQE</a>",zip_recruiter,Data Analyst !,Russell Tobin,,"New York, NY, USA",,2023-11-17,,,,,,0,,,"Title: Data Analyst Location: New York, NY HYBRIDDuration: 6 monthsPay range $50/$53/hour W2 Job Description:The ideal candidate will join the Finance team and be responsible for handling data analysis requests.They will be running SQL pre-written queries on a daily basis to pull requested data from databases, and analyze data, develop dashboards.They will have to work closely with cross functional teams.They will also assist with any troubleshooting and resolving issues, should they occur.Must Haves: Excellent SQL skills, need to know how to write complex queries Experience with building dashboards and Analytics tools (Tableau, Sigma, etc.)Good experience with handling data in real world situations, understanding data limitations and how to overcome themVery comfortable with excel/google sheets Nice to Have: Experience working in a tech company.Soft Skills: Willingness to learn Detail oriented Able to work in a fast-paced work environmentIndependent and ability to deal with ambiguous issues on their ownGood communication skills Proven record as a team player (please ask references)#CB#LIR LI-SM1!"
"<a href=""https://www.ziprecruiter.com/k/l/AAJCdQsV3pnD_vF8t28vnC0rzzRUfTvL3xO_H6mEgBwEnt24jCUhyIt4WOyzMVRskSVa7AM9Kdjr8eoxLXnqJgYqHrsLMzo3YBIXh_qeF9RToimXcU5eFWxDUx8weVnasgdqaOh-lFQpJOGKiFkeCDBNGTVSJcJUSc4aGmC3DaU7WObVUp0kJ8wt-d5YzmJM7xa0e1phkBQMAk3UIcZiRfhURW_J1vaFsQ0MWg"">https://www.ziprecruiter.com/k/l/AAJCdQsV3pnD_vF8t28vnC0rzzRUfTvL3xO_H6mEgBwEnt24jCUhyIt4WOyzMVRskSVa7AM9Kdjr8eoxLXnqJgYqHrsLMzo3YBIXh_qeF9RToimXcU5eFWxDUx8weVnasgdqaOh-lFQpJOGKiFkeCDBNGTVSJcJUSc4aGmC3DaU7WObVUp0kJ8wt-d5YzmJM7xa0e1phkBQMAk3UIcZiRfhURW_J1vaFsQ0MWg</a>",zip_recruiter,Customer Service Data Entry Clerk,Vertex Global Solutions,,"New York, NY, USA",,2023-11-17,hourly,17,17,USD,,0,,,"Major midtown Staffing Agency seeks a Bilingual Spanish Receptionist/ Customer Service Data Entry Clerk.Great opportunity to learn the HR business!Compensation: $17.00/hr.Location: Midtown EastWork Schedule: 8:45 a.m. - 5:30 p.m.Requirements:High school diploma or equivalent. Additional education or certification in customer service or data entry is a plus.Proven experience in customer service, data entry, or a related field.Exceptional communication skills and the ability to interact with customers in a courteous and professional manner.Strong attention to detail and accuracy when entering data.Proficiency using computer systems and EXCEL software application for data entry.Ability to handle high volumes of data and prioritize tasks effectively.Willingness to work in a fast-paced environment and adapt to changing priorities.Excellent problem-solving skills and a customer-first approach.Strong organizational and multitasking abilities. "
"<a href=""https://www.indeed.com/viewjob?jk=2f6fda9d920c88b9"">https://www.indeed.com/viewjob?jk=2f6fda9d920c88b9</a>",indeed,Data Entry Clerk,"ABC Parts International, Inc.",,"Mineola, NY, USA",fulltime,2023-11-14,hourly,17,18,USD,False,0,,,We are looking for someone to be responsible for all Accounts receivable and data entry functions. Process daily cash receipts entry and reporting.
"<a href=""https://www.indeed.com/viewjob?jk=f2b3bcdfdcf0052a"">https://www.indeed.com/viewjob?jk=f2b3bcdfdcf0052a</a>",indeed,Data Center Technician,The Madison-Davis Group,,"New York, NY, USA",contract,2023-11-15,daily,0,700,USD,False,0,,,"Have extensive experience with critical infrastructure systems supporting data centers, such as power distribution, air flow management, environmental…"
"<a href=""https://www.indeed.com/viewjob?jk=a59e20a6c72af158"">https://www.indeed.com/viewjob?jk=a59e20a6c72af158</a>",indeed,Database Administrator,"Interscripts, Inc.",,"Brooklyn, NY, USA",fulltime,2023-11-17,,,,,False,0,,,"Provide day-to-day oversight and support of production databases, data warehouse/data marts. 3+ years of data analysis and reporting."
"<a href=""https://www.indeed.com/viewjob?jk=892b26a2d0be14ee"">https://www.indeed.com/viewjob?jk=892b26a2d0be14ee</a>",indeed,Data Specialist,Fineline Settings LLC,,"Middletown, NJ, USA",fulltime,2023-11-16,,,,,False,0,,,Implement data quality control measures to enhance the reiability of the data. Implement marketing automation tools to streamline data processes.
