job_url_hyper,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
"<a href=""https://www.ziprecruiter.com/k/l/AAKY1EQUtsLFJipM79IXdUfFD6PAAdsTuhuNmah6EKPb7gJSHgowwjziLGy8h5jLri2VYWE48vvsTcDA_bhL1mbaf6eZq2GQG7WoWERsiehR1UxVvpRvYF8biaHDQi2Mo_UHYOm31xR6EowF1XPKBmG3VMQFA11WMjj91iWt5M9a407i4ETMIiXnyzdpEJvnno27dc6mJQQGcIG1gIVZBFo"">https://www.ziprecruiter.com/k/l/AAKY1EQUtsLFJipM79IXdUfFD6PAAdsTuhuNmah6EKPb7gJSHgowwjziLGy8h5jLri2VYWE48vvsTcDA_bhL1mbaf6eZq2GQG7WoWERsiehR1UxVvpRvYF8biaHDQi2Mo_UHYOm31xR6EowF1XPKBmG3VMQFA11WMjj91iWt5M9a407i4ETMIiXnyzdpEJvnno27dc6mJQQGcIG1gIVZBFo</a>",zip_recruiter,Sr. Front-end Web-App Developer,Quoll Intelligence,,"New York, NY, USA",fulltime,2023-11-17,yearly,65000,90000,USD,,0,,,"About QuollWe’re empowering homeowners to adapt and become resilient to the effects of climate change. By arming our users with a complete understanding of their physical and financial risk, and tailored recommendations for how to protect themselves, we’re ensuring the future of homes and families across America.  About the Role*We’re looking for a passionate front-end web developer who wants to get their hands dirty turning design into reality for our users. You’ll: Work with design team to implement UI functionality and new user storiesOwn the front and middle layers of the technology stackActively participate in technical designs and architecture discussionsDirectly work with backend engineers, designers and end-users for feedback Types of People We’re Looking ForPassionate about climate change and helping families protect their homesIndependent self-starter who can take problem statements and proactively find solutionsClear communicator, able to simplify complex jargon to a lay audienceCurious about new digital technologies and aspires to combine usability with visual designWithin the first month, you'llBecome our front-end expert, learning and assessing Quoll’s current codebaseDevelop a deep understanding of the full-stack and how Quoll’s backend and frontend interactMaintain and improve website performanceOptimize site for maximum performance Create on-page SEO elements to improve page ranking Within the first quarter, you'llPartner with Product Design to assess front-end tech stack, including updates and/or expansion as neededWork closely with Product Design to build new user interface prototypes including mobile-based features Within the first year, you'llCreate visuals and graphics to improve user experience and enhance engagementCreate and own functional requirement documents and guidesCollaborate with back-end developers and web designers to improve usabilityGet feedback from, and build solutions for, users and customersTranslate our company and customer needs into functional and appealing interactive applications Professional QualificationsHands on experience with markup languagesExperience with web-app frameworks, such as Laravel, Django, or the JS suiteExperience with HTML, JavaScript, CSS and jQueryExperience designing intuitive UIs through modular, reusable and scalable componentsExperience with sprint management systems such as Kanban Familiarity with browser testing and debuggingIn-depth understanding of the entire web development process (design, development and deployment)Understanding of layout aestheticsKnowledge of SEO principlesExperience interacting with internal APIsExcellent analytical and multitasking skillsBSc degree in Computer Science or relevant field Nice to HaveExperience with UX / User ResearchExperience with AI / ML / NLP systemsExperience with Webflow or other CMSFamiliarity with software like Adobe Suite, Photoshop and content management systemsSalary $100k-200k - final salary for this role will be contingent on a combination of experience and amount of negotiated equity in the total compensation package.*Please note: We are only accepting applications from candidates who are eligible to work in the United States at this time.Powered by JazzHRJQ2J6Tg1OW"
"<a href=""https://www.ziprecruiter.com/ek/l/AAJKDB-jZpPQ6cPvepFW_GupdMl3rt4gIir7KlrzGnk86F1JgdE9GywPcU5cSGDprxpB6GJDz4fbvZwIXFUtkWulSyC2UcvitG1ea3HgNitp8Qt-2qvDHENgwWsvJAukdebFPvOvw1tgOMlIuvUGDUcxTmk8p5GIPcIayQD33SuBpssoxJyewoHVfNFW-byjdpSMbP_gqmDBVUFeQpSYA_NdCrfzc0ex1-aAUP4"">https://www.ziprecruiter.com/ek/l/AAJKDB-jZpPQ6cPvepFW_GupdMl3rt4gIir7KlrzGnk86F1JgdE9GywPcU5cSGDprxpB6GJDz4fbvZwIXFUtkWulSyC2UcvitG1ea3HgNitp8Qt-2qvDHENgwWsvJAukdebFPvOvw1tgOMlIuvUGDUcxTmk8p5GIPcIayQD33SuBpssoxJyewoHVfNFW-byjdpSMbP_gqmDBVUFeQpSYA_NdCrfzc0ex1-aAUP4</a>",zip_recruiter,AWS Software Engineer III - ETL & Python,JPMorgan Chase & Co,,"Jersey City, NJ, USA",,2023-11-17,yearly,128250,180000,USD,,0,,,"Familiarity with modern front-end technologies * Exposure to cloud technologies ABOUT US JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to ..."
"<a href=""https://www.ziprecruiter.com/k/l/AAIKOqV1iHm14F6FRzLhJc9QvOVTb--zNubxvPyVWQciVIuYiuR9KvRGbICfC-BbN7bI7aqqlQU8_Km24NoGS16yTlM2b3c6UbSvtiJXuTjSKeIfHU6ym96xCqyS6CDpwa0kx13XZqkHefuXcpzz3nLdMiujfSeJLeIL1nAOU778RIElrI5Dlvqvn3Ixp--A4hZjDmM1z1SdxPfZbRCbWBw"">https://www.ziprecruiter.com/k/l/AAIKOqV1iHm14F6FRzLhJc9QvOVTb--zNubxvPyVWQciVIuYiuR9KvRGbICfC-BbN7bI7aqqlQU8_Km24NoGS16yTlM2b3c6UbSvtiJXuTjSKeIfHU6ym96xCqyS6CDpwa0kx13XZqkHefuXcpzz3nLdMiujfSeJLeIL1nAOU778RIElrI5Dlvqvn3Ixp--A4hZjDmM1z1SdxPfZbRCbWBw</a>",zip_recruiter,Senior Frontend Developer,Allnessinc,,"New York, NY, USA",fulltime,2023-11-17,yearly,125000,130000,USD,,0,,,"We have associated with an online advertising company in the Brooklyn, NY area to provide them with a Senior Frontend Developer. Please review the below description and let us know if you are interested. Responsibilities of the Senior Frontend Developer: · Experienced in leading teams and mentoring people · Not afraid to fail and always looking to learn from those failures · Able to understand different approaches and comfortable learning/using both newer and older tech when it’s a better fit · Able to develop web functionality in TypeScript and SASS · Able to lead complex single-page web applications with front-end frameworks, such as Angular/React/etc, and Node. A leader in architecture decisions like state management and server-side rendering. · Able to work with APIs and have a high-level understanding of how frontends and backends interact · Comfortable developing shared components that leverage modern JavaScript design patterns · Able to prototype solutions with a design that can eventually scale to larger solutions · Able to manage multiple projects and deliverables occurring concurrently during a sprint · Experience in collaborating with a design team to create great user experiences including complex styling and animation · Looking to work on a diverse team because you enjoy hearing different opinions and ideas · A team player who thrives in a collaborative environment—no lone wolf mentalities! Nice to Haves of the Senior Frontend Developer: · Preference of command-line interfaces over graphical · Knowledge of running dev environments through Docker · Experience working in open source community and contributing changes · Keeping up to date with the latest design tooling, such as Sketch and Avocode · Experience in e-commerce · Knowledge of server-side rendering techniques in Node · Experience with large scale Angular applications · Experience with large scale React applications · Requirements of the Senior Frontend Developer: ·Degree not required ·4-5 years’ experience ·Must have experience with Django and Python. ·Node, Docker, Kubernetes, Linux are nice to have, but not must-haves. Benefits of the Senior Frontend Developer: ·Medical Insurance ·Dental Insurance ·401 (k) Profit Sharing"
"<a href=""https://www.ziprecruiter.com/k/l/AAKLwiwfliacnQ7bqbSOuQLaa0GC1l56XLlPN7NurpsXDF31eKxfj-ekkJj77roxtghDKRu7GD5-TuacRO3uumALTcfPKU9JpPSd5Vf7OMjkD_qP08sv1-CRINB_-NM335Ebtlxf2vj_wCzA84SNPuv_ZSk8uIrcuKxbl3bShUwVJiiiI-FffNwharjhobOP8uEqNR2ShhnyO-xnvYSJohEZZy4QtyDCaD-I"">https://www.ziprecruiter.com/k/l/AAKLwiwfliacnQ7bqbSOuQLaa0GC1l56XLlPN7NurpsXDF31eKxfj-ekkJj77roxtghDKRu7GD5-TuacRO3uumALTcfPKU9JpPSd5Vf7OMjkD_qP08sv1-CRINB_-NM335Ebtlxf2vj_wCzA84SNPuv_ZSk8uIrcuKxbl3bShUwVJiiiI-FffNwharjhobOP8uEqNR2ShhnyO-xnvYSJohEZZy4QtyDCaD-I</a>",zip_recruiter,Front End Developer,Collabera,,"Jersey City, NJ, USA",,2023-11-17,yearly,113900,132500,USD,,1,,,"URGENT HIRING for FRONT END DEVELOPER at JERSEY CITY, NJ / CHICAGO, IL / DALLAS, TX / CHARLOTTE, NC / NEW YORK, NYDayToDay Responsbilities:Strong understanding of React JS, JavaScript, HTML, and CSS.Ensure the technical feasibility of UI/UX designs.Experience in user interface (UI) Web development (and desire to continue gaining UI development experience)Understanding of how web-browsers worksBasic knowledge of LinuxHands-on front end development experience with a good mastering of responsive layouts, proper CSS structure, javascript design and programming."
"<a href=""https://www.ziprecruiter.com/k/l/AAK5OywzE3kl5E9Fxs7fJy0lz6xTTyt24IYoCB1a0t4r8P5HtrenHWaf_H4YegctGnRFl41c7yz7RPPxtc0LHGmW5mFDMMgXDBvCgf2D6rEZ-rl35D-JwXX1aJx6VOQMzDUbF_PWFMRlCv-wPDMoiifI5jRrQOwrjLdQx2P5ERxbBnaG0ROFHVD_hqbDvtblO9P1CNM6MRTKFbeUT19hoEU"">https://www.ziprecruiter.com/k/l/AAK5OywzE3kl5E9Fxs7fJy0lz6xTTyt24IYoCB1a0t4r8P5HtrenHWaf_H4YegctGnRFl41c7yz7RPPxtc0LHGmW5mFDMMgXDBvCgf2D6rEZ-rl35D-JwXX1aJx6VOQMzDUbF_PWFMRlCv-wPDMoiifI5jRrQOwrjLdQx2P5ERxbBnaG0ROFHVD_hqbDvtblO9P1CNM6MRTKFbeUT19hoEU</a>",zip_recruiter,"Senior Front End Developer, Global Online",HireTalent,,"New York, NY, USA",,2023-11-17,hourly,68,89,USD,,0,,,"Lead team of skilled front end developers working on styling of our core front end components across our branded e-commerce websites, with a focus on creating beautiful front end experiences and a ..."
"<a href=""https://www.ziprecruiter.com/k/l/AAK34tZtVAmoJ856IWovEi08MWhLcfP6avSxPTlh-4iLHSH4CWpEycXgIk6ZRBNPfehXVwIw-Bc43TWnbZAbonWTox3kIS7nDT3f3S-GVEJn_9dGTa0CNZ_MlwANd7WhkV0J0JwcAqnl9v0nH0yILLFOjoPqWWcXAhFOpmJlvCI51NbC2mHYlAxr4paNxT3hVU0EtsysHsl4CSbtSt7cAoE_1zjqBWr5caT74dw"">https://www.ziprecruiter.com/k/l/AAK34tZtVAmoJ856IWovEi08MWhLcfP6avSxPTlh-4iLHSH4CWpEycXgIk6ZRBNPfehXVwIw-Bc43TWnbZAbonWTox3kIS7nDT3f3S-GVEJn_9dGTa0CNZ_MlwANd7WhkV0J0JwcAqnl9v0nH0yILLFOjoPqWWcXAhFOpmJlvCI51NbC2mHYlAxr4paNxT3hVU0EtsysHsl4CSbtSt7cAoE_1zjqBWr5caT74dw</a>",zip_recruiter,Front-end Cashier,ABD RxCare Inc,,"Jersey City, NJ, USA",parttime,2023-11-17,hourly,12,16,USD,,0,,,"Greeting Customers· Front end cashiers serve as the face of the pharmacy, so they’re responsible for greeting customers professionally and politely and being friendly with everyone who enters the store.Process Purchases· Front end cashiers process all purchases by scanning the items, bagging them if requested, and taking the final payment. Depending on the business, they may be required to check identification for age-restricted products, such as alcohol or tobacco.Process Exchanges or Returns· If a customer is unhappy with the quality of the item they bought, front end cashiers need to assess whether the purchase is eligible for a return and process the exchange or refund accordingly.Answer Questions· Front end cashiers need to be educated on the products they’re selling in order to address these questions in an informed way and provide the best possible answer to the customer.Balance the Cash Register· At the end of a shift, front end cashiers count up the money in their register, sort it, and bag the currency they’ve taken for that day. They also need to resolve any discrepancies before they end their shift. "
"<a href=""https://www.ziprecruiter.com/k/l/AAKz4Ue9Qunz7XygnKGF-nT-U5s60tWFsNnFK_7LGjdT6LopVpPUoeT-70PTwhi29VfZHV91rf_yzOY4SjoWosh2BmxVzMNI8RCoQuozO0hhQ22vZAKWalYBKw9JUlERGdmhfkTBg5xP64P2HM-CxEjcV1VS6l4xORqpPo4ihbJTBYIQiczHeCk-rANwHU0RPKXyjHv8_e9YQMszk6EbQqY"">https://www.ziprecruiter.com/k/l/AAKz4Ue9Qunz7XygnKGF-nT-U5s60tWFsNnFK_7LGjdT6LopVpPUoeT-70PTwhi29VfZHV91rf_yzOY4SjoWosh2BmxVzMNI8RCoQuozO0hhQ22vZAKWalYBKw9JUlERGdmhfkTBg5xP64P2HM-CxEjcV1VS6l4xORqpPo4ihbJTBYIQiczHeCk-rANwHU0RPKXyjHv8_e9YQMszk6EbQqY</a>",zip_recruiter,Front End Developer,Apple,,"New York, NY, USA",,2023-11-17,yearly,116100,208300,USD,,0,,,"Summary We're a diverse collection of thinkers and doers, continually reimagining our products, systems, and practices to help people do what they love in new ways. This is a deeply reciprocal place ..."
"<a href=""https://www.indeed.com/viewjob?jk=350a49a079e3eea5"">https://www.indeed.com/viewjob?jk=350a49a079e3eea5</a>",indeed,Front End Developer,Apple,,"New York, NY, USA",fulltime,2023-11-14,,,,,False,0,,,"In this role, you will work with our operations, design, and editorial teams to bring the latest ideas in digital news into reality."
"<a href=""https://www.indeed.com/viewjob?jk=987b283395e35b4f"">https://www.indeed.com/viewjob?jk=987b283395e35b4f</a>",indeed,Front End Developer,V2 Logistics,,"Bethpage, NY, USA",fulltime,2023-11-07,yearly,100000,120000,USD,False,0,,,"Familiarity with front-end build tools such as Webpack, Gulp, or Grunt.. _A minimum of 3 years of professional experience as a front-end web developer with a…"
"<a href=""https://www.indeed.com/viewjob?jk=54d6d2b76b3dbafe"">https://www.indeed.com/viewjob?jk=54d6d2b76b3dbafe</a>",indeed,Front End Developer,Guidepoint,,"New York, NY, USA",,2023-11-02,yearly,75000,150000,USD,True,0,,,"Guidepoint's Engineering team thrives on problem-solving and creating happier users. As Guidepoint works to achieve its mission of making individuals,…"
"<a href=""https://www.indeed.com/viewjob?jk=528894fdc7ee78a1"">https://www.indeed.com/viewjob?jk=528894fdc7ee78a1</a>",indeed,Developer,Genpact,,"New York, NY, USA",fulltime,2023-11-16,yearly,0,140000,USD,True,0,,,You will also be responsible for profiling and improving front-end performance and documenting our front-end codebase. BE/B Tech/ MCA/BCA.
"<a href=""https://www.indeed.com/viewjob?jk=628e1099e1d03881"">https://www.indeed.com/viewjob?jk=628e1099e1d03881</a>",indeed,Front End Developer,Capital Rx,,"New York, NY, USA",,2023-11-07,yearly,120000,140000,USD,False,0,,,"The Senior Frontend Developer will be responsible for developing and maintaining scalable web applications, collaborating with cross-functional teams, and…"
"<a href=""https://www.indeed.com/viewjob?jk=afac6fcdf2717bfb"">https://www.indeed.com/viewjob?jk=afac6fcdf2717bfb</a>",indeed,Application Developer,S&P Global,,"New York, NY, USA",,2023-11-14,yearly,60000,100000,USD,False,0,,,Grade/Level ( relevant for internal applicants only ): 9. The Team: The team is responsible for building external customer facing websites using emerging tools…
"<a href=""https://www.indeed.com/viewjob?jk=68ba122eb4ecd8cb"">https://www.indeed.com/viewjob?jk=68ba122eb4ecd8cb</a>",indeed,Front End Developer,MoleQ Inc.,,"Maspeth, NY, USA",fulltime,2023-10-23,yearly,44000,60000,USD,False,0,,,Communicate with end-user for requirements. Enhance Website with plug-in and able to customize plug-in. Assist on customer support and internal operations.
"<a href=""https://www.indeed.com/viewjob?jk=3f1cc0583d46fbad"">https://www.indeed.com/viewjob?jk=3f1cc0583d46fbad</a>",indeed,Front End Developer,Spyglass Software,,"Brooklyn, NY, USA",fulltime,2023-10-24,yearly,120000,160000,USD,False,0,,,We are looking for an entrepreneurial founding engineer with ideally 3-years plus of software engineering experience. 30 minutes with Co-founder & CTO.
"<a href=""https://www.indeed.com/viewjob?jk=99c4733b819d257f"">https://www.indeed.com/viewjob?jk=99c4733b819d257f</a>",indeed,Front End Developer,Clear Street,,"New York, NY, USA",,2023-10-31,yearly,140000,220000,USD,False,0,,,"As an experienced Front End Software Engineer you will help build our flagship Clear Street Studio, a modern prime brokerage experience."
"<a href=""https://www.indeed.com/viewjob?jk=756a97135e9ca022"">https://www.indeed.com/viewjob?jk=756a97135e9ca022</a>",indeed,Front End Developer,Rutter,,"New York, NY, USA",fulltime,2023-09-27,yearly,170000,190000,USD,False,0,,,4+ years of front-end engineering experience. Owner for all 3 customer facing front-end assets at Rutter. Rutter is building the common language for business.
"<a href=""https://www.linkedin.com/jobs/view/3755590644"">https://www.linkedin.com/jobs/view/3755590644</a>",linkedin,Web Developer Intern,Eulerity,https://www.linkedin.com/company/eulerity,"New York, NY",internship,2023-11-03,,,,,,0,,,"Eulerity is a rapidly growing technology company providing marketing automation to small businesses and franchise systems globally.Your Role:Development and testing of new features and general codebase maintenanceCreating pull requests for code reviews and implementing feedbackCollaboration with other developers for implementing best practices, understanding data models, and integrating with APIsCollaboration our designers for understanding the user experience and implementing wireframesAssisting with project documentation and preparing notes about developed upcoming featuresAbout You:A React developer with a strong grasp of HTML/CSS/Javascript/Typescript FundamentalsA self-starter who is able to take ownership of a project and work both independently and collaboratively with othersGood attention to detail and initiativeStrong communication skills and ability to work within a teamWilling to work in a hybrid environment (in-office and at home)Able to start in January and commit to minimum of 16 hours/week for the Spring semesterBenefits:Pay $15-$17/hourMentorship with regular peer review sessionsLatest tech gearFree lunch"
